m,R : score,5m/6,gap,a : R/(5m/6)*100,a's average,(ave-a)^2,S : standard deviation,É¢: 1.96*S/Å„1000,confidence interval
1221,717,1017.5,300.5,70.46683047,69.07831319,1.927980228,1.073560223,0.066539952,69.07831319Å}0.066539952
1261,722,1050.83,328.833,68.70759305,,0.137433426,,,
1366,781,1138.33,357.333,68.6092785,,0.219993536,,,69.01177324
1392,824,1160,336,71.03448276,,3.826599381,,,to
1296,728,1080,352,67.40740741,,2.791926134,,,69.14485314
1290,749,1075,326,69.6744186,,0.355341665,,,
1261,709,1050.83,341.833,67.47047572,,2.585141333,,,
1313,752,1094.17,342.167,68.7278942,,0.122793467,,,
1247,714,1039.17,325.167,68.70868097,,0.136627981,,,
1331,759,1109.17,350.167,68.42954642,,0.420898325,,,
1304,713,1086.67,373.667,65.61329566,,12.00634645,,,
1256,716,1046.67,330.667,68.40742545,,0.450090354,,,
1256,709,1046.67,337.667,67.73863778,,1.794730217,,,
1285,744,1070.83,326.833,69.4788155,,0.160402099,,,
1204,695,1003.33,308.333,69.26933312,,0.036488614,,,
1277,734,1064.17,330.167,68.97394213,,0.010893317,,,
1349,797,1124.17,327.167,70.89675049,,3.306714219,,,
1260,691,1050,359,65.80952381,,10.68498401,,,
1256,713,1046.67,333.667,68.12080216,,0.916827367,,,
1276,727,1063.33,336.333,68.37012028,,0.501537194,,,
1268,731,1056.67,325.667,69.17959249,,0.010257497,,,
1348,786,1123.33,337.333,69.97053404,,0.79605804,,,
1221,709,1017.5,308.5,69.68058968,,0.362736971,,,
1283,732,1069.17,337.167,68.46432279,,0.376984208,,,
1322,776,1101.67,325.667,70.43851607,,1.850151878,,,
1346,787,1121.67,334.667,70.16323874,,1.177063454,,,
1370,805,1141.67,336.667,70.51074303,,2.051855259,,,
1399,794,1165.83,371.833,68.10598458,,0.945422931,,,
1320,761,1100,339,69.18181818,,0.010713283,,,
1296,724,1080,356,67.03703704,,4.166808333,,,
1298,748,1081.67,333.667,69.15232927,,0.00547838,,,
1300,752,1083.33,331.333,69.4155982,,0.113761179,,,
1342,780,1118.33,338.333,69.74685469,,0.446947731,,,
1379,802,1149.17,347.167,69.78950025,,0.505787031,,,
1265,735,1054.17,319.167,69.72309969,,0.41574963,,,
1322,747,1101.67,354.667,67.80614885,,1.618402116,,,
1315,762,1095.83,333.833,69.53633319,,0.209782321,,,
1365,796,1137.5,341.5,69.97802198,,0.809475903,,,
1246,730,1038.33,308.333,70.30520162,,1.505255224,,,
1280,742,1066.67,324.667,69.56228262,,0.234226407,,,
1310,756,1091.67,335.667,69.25169694,,0.030061925,,,
1308,761,1090,329,69.81651376,,0.544940084,,,
1311,751,1092.5,341.5,68.74141876,,0.113497854,,,
1287,758,1072.5,314.5,70.67599068,,2.552573349,,,
1243,707,1035.83,328.833,68.2544433,,0.678761601,,,
1288,740,1073.33,333.333,68.94431349,,0.017955919,,,
1251,714,1042.5,328.5,68.48920863,,0.347044179,,,
1304,734,1086.67,352.667,67.54580507,,2.348581125,,,
1259,723,1049.17,326.167,68.91161585,,0.027788004,,,
1287,729,1072.5,343.5,67.97202797,,1.223866984,,,
1306,747,1088.33,341.333,68.63726995,,0.194519143,,,
1319,748,1099.17,351.167,68.05134784,,1.05465784,,,
1249,684,1040.83,356.833,65.71678372,,11.29988037,,,
1275,719,1062.5,343.5,67.67058824,,1.981689548,,,
1275,725,1062.5,337.5,68.23529412,,0.710681156,,,
1317,760,1097.5,337.5,69.24829157,,0.02889265,,,
1297,746,1080.83,334.833,69.02103013,,0.003281348,,,
1265,716,1054.17,338.167,67.92073385,,1.339989934,,,
1306,756,1088.33,332.333,69.46422501,,0.148927929,,,
1266,729,1055,326,69.09952607,,0.000449986,,,
1241,715,1034.17,319.167,69.13756926,,0.003511282,,,
1357,773,1130.83,357.833,68.35687062,,0.520479386,,,
1232,701,1026.67,325.667,68.27899909,,0.638903024,,,
1264,714,1053.33,339.333,67.78502464,,1.672595284,,,
1344,770,1120,350,68.75,,0.107789551,,,
1254,718,1045,327,68.70813397,,0.137032654,,,
1277,739,1064.17,325.167,69.44379188,,0.133574669,,,
1310,762,1091.67,329.667,69.80131358,,0.522729569,,,
1269,733,1057.5,324.5,69.3144208,,0.055746805,,,
1308,752,1090,338,68.99082569,,0.007654063,,,
1331,760,1109.17,349.167,68.51970392,,0.312044313,,,
1252,721,1043.33,322.333,69.10565209,,0.000747416,,,
1293,746,1077.5,331.5,69.23433875,,0.024343974,,,
1335,742,1112.5,370.5,66.69662921,,5.672418564,,,
1317,750,1097.5,347.5,68.33712984,,0.549352758,,,
1276,734,1063.33,329.333,69.02842956,,0.002488377,,,
1252,754,1043.33,289.333,72.2686015,,10.17793948,,,
1241,704,1034.17,330.167,68.07391435,,1.008817036,,,
1243,724,1035.83,311.833,69.89563925,,0.668021882,,,
1189,667,990.833,323.833,67.31709582,,3.101886634,,,
1254,713,1045,332,68.22966507,,0.720203629,,,
1348,774,1123.33,349.333,68.90228161,,0.030987117,,,
1324,762,1103.33,341.333,69.06365276,,0.000214928,,,
1215,700,1012.5,312.5,69.13580247,,0.003305017,,,
1236,697,1030,333,67.66990291,,1.983619509,,,
1332,755,1110,355,68.01801802,,1.124225852,,,
1335,782,1112.5,330.5,70.29213483,,1.473362977,,,
1370,788,1141.67,353.667,69.02169629,,0.003205474,,,
1338,765,1115,350,68.60986547,,0.219443266,,,
1303,734,1085.83,351.833,67.59805863,,2.191153568,,,
1294,740,1078.33,338.333,68.62463253,,0.205826138,,,
1306,737,1088.33,351.333,67.71843099,,1.849279596,,,
1307,743,1089.17,346.167,68.21708273,,0.741717901,,,
1243,736,1035.83,299.833,71.0541305,,3.903854058,,,
1291,755,1075.83,320.833,70.17837391,,1.21013358,,,
1269,734,1057.5,323.5,69.40898345,,0.109342822,,,
1377,783,1147.5,364.5,68.23529412,,0.710681156,,,
1252,709,1043.33,334.333,67.95548868,,1.26073489,,,
1258,716,1048.33,332.333,68.29910429,,0.60716651,,,
1315,759,1095.83,336.833,69.2625681,,0.033949872,,,
1322,740,1101.67,361.667,67.17074986,,3.638797852,,,
1319,739,1099.17,360.167,67.2325482,,3.406848415,,,
1265,734,1054.17,320.167,69.62823833,,0.302417659,,,
1299,758,1082.5,324.5,70.02309469,,0.892612079,,,
1346,764,1121.67,357.667,68.11272478,,0.932360984,,,
1336,776,1113.33,337.333,69.70080749,,0.38749915,,,
1356,773,1130,357,68.40707965,,0.450554471,,,
1339,765,1115.83,350.833,68.55883065,,0.269862113,,,
1310,777,1091.67,314.667,71.17535519,,4.397585149,,,
1264,730,1053.33,323.333,69.30401678,,0.050942113,,,
1290,743,1075,332,69.11627907,,0.001441408,,,
1278,735,1065,330,69.01408451,,0.004125324,,,
1266,734,1055,321,69.57345972,,0.245170082,,,
1294,740,1078.33,338.333,68.62463253,,0.205826138,,,
1306,761,1088.33,327.333,69.92364448,,0.714584995,,,
1287,730,1072.5,342.5,68.06526807,,1.026260425,,,
1233,694,1027.5,333.5,67.54257908,,2.358479271,,,
1300,744,1083.33,339.333,68.67713439,,0.160944429,,,
1296,748,1080,332,69.25925926,,0.03274148,,,
1295,741,1079.17,338.167,68.66388057,,0.171754392,,,
1335,767,1112.5,345.5,68.94382022,,0.018088358,,,
1344,755,1120,365,67.41071429,,2.780886106,,,
1290,726,1075,349,67.53488372,,2.382174526,,,
1240,715,1033.33,318.333,69.19377159,,0.013330643,,,
1200,704,1000,296,70.4,,1.746856024,,,
1348,761,1123.33,362.333,67.74500815,,1.777702342,,,
1279,752,1065.83,313.833,70.55534185,,2.181613651,,,
1238,722,1031.67,309.667,69.98361879,,0.819578235,,,
1299,758,1082.5,324.5,70.02309469,,0.892612079,,,
1281,723,1067.5,344.5,67.72833724,,1.822435075,,,
1347,779,1122.5,343.5,69.3986637,,0.102624447,,,
1358,788,1131.67,343.667,69.63160639,,0.306133362,,,
1288,753,1073.33,320.333,70.15549738,,1.160325773,,,
1322,754,1101.67,347.667,68.44154783,,0.405470121,,,
1271,729,1059.17,330.167,68.82747812,,0.062918233,,,
1198,674,998.333,324.333,67.51254341,,2.451635004,,,
1322,776,1101.67,325.667,70.43851607,,1.850151878,,,
1309,756,1090.83,334.833,69.30502461,,0.05139807,,,
1275,732,1062.5,330.5,68.89411765,,0.033927998,,,
1261,734,1050.83,316.833,69.8495475,,0.594802362,,,
1243,710,1035.83,325.833,68.54406611,,0.285419941,,,
1302,754,1085,331,69.49308756,,0.172037776,,,
1327,767,1105.83,338.833,69.35966649,,0.079159682,,,
1196,690,996.667,306.667,69.23074608,,0.023235785,,,
1369,791,1140.83,349.833,69.33548381,,0.06613673,,,
1306,766,1088.33,322.333,70.38306396,,1.702374573,,,
1321,757,1100.83,343.833,68.76629452,,0.097355648,,,
1362,809,1135,326,71.27753304,,4.836567947,,,
1329,784,1107.5,323.5,70.79006772,,2.930103571,,,
1320,770,1100,330,70,,0.849506576,,,
1278,743,1065,322,69.76525822,,0.471893469,,,
1299,753,1082.5,329.5,69.56120092,,0.233180563,,,
1348,779,1123.33,344.333,69.34738679,,0.072400601,,,
1338,762,1115,353,68.34080717,,0.543915122,,,
1328,769,1106.67,337.667,69.48774251,,0.167632365,,,
1185,675,987.5,312.5,68.35443038,,0.524006323,,,
1369,784,1140.83,356.833,68.72189546,,0.127033597,,,
1322,773,1101.67,328.667,70.16620222,,1.183502542,,,
1304,750,1086.67,336.667,69.0181932,,0.003614414,,,
1335,765,1112.5,347.5,68.76404494,,0.098764531,,,
1357,786,1130.83,344.833,69.5064687,,0.183317141,,,
1257,727,1047.5,320.5,69.40334129,,0.105643265,,,
1279,750,1065.83,315.833,70.36769466,,1.662504576,,,
1372,783,1143.33,360.333,68.48416468,,0.353012456,,,
1309,743,1090.83,347.833,68.11327155,,0.931305376,,,
1337,776,1114.17,338.167,69.64825834,,0.324837479,,,
1357,787,1130.83,343.833,69.59489932,,0.266861232,,,
1322,747,1101.67,354.667,67.80614885,,1.618402116,,,
1258,728,1048.33,320.333,69.44378202,,0.133567462,,,
1317,757,1097.5,340.5,68.97494305,,0.010685385,,,
1322,766,1101.67,335.667,69.53080324,,0.204747241,,,
1298,751,1081.67,330.667,69.42967818,,0.123457358,,,
1229,714,1024.17,310.167,69.71498872,,0.405355734,,,
1297,719,1080.83,361.833,66.52294996,,6.529881262,,,
1301,734,1084.17,350.167,67.70155972,,1.895450121,,,
1343,804,1119.17,315.167,71.83895208,,7.621127084,,,
1356,793,1130,337,70.17699115,,1.207093261,,,
1284,739,1070,331,69.06542056,,0.00016622,,,
1219,714,1015.83,301.833,70.28735123,,1.461772982,,,
1394,786,1161.67,375.667,67.66121188,,2.008176134,,,
1290,755,1075,320,70.23255814,,1.332281404,,,
1222,701,1018.33,317.333,68.83819587,,0.057656328,,,
1306,747,1088.33,341.333,68.63726995,,0.194519143,,,
1228,705,1023.33,318.333,68.89273255,,0.034440174,,,
1305,769,1087.5,318.5,70.71264368,,2.671036145,,,
1326,746,1105,359,67.51131222,,2.455492049,,,
1363,803,1135.83,332.833,70.6971994,,2.620792577,,,
1229,715,1024.17,309.167,69.81262876,,0.53921936,,,
1235,721,1029.17,308.167,70.05645326,,0.956757994,,,
1188,693,990,297,70,,0.849506576,,,
1269,717,1057.5,340.5,67.80141844,,1.630460203,,,
1319,762,1099.17,337.167,69.32503616,,0.060872226,,,
1342,767,1118.33,351.333,68.58440711,,0.243943219,,,
1306,756,1088.33,332.333,69.46422501,,0.148927929,,,
1335,772,1112.5,340.5,69.39325843,,0.099190502,,,
1318,774,1098.33,324.333,70.47062358,,1.938528231,,,
1339,773,1115.83,342.833,69.27578574,,0.038995407,,,
1360,792,1133.33,341.333,69.88255848,,0.646810483,,,
1326,764,1105,341,69.14027149,,0.003838831,,,
1400,791,1166.67,375.667,67.79980629,,1.634579903,,,
1238,701,1031.67,330.667,67.94808417,,1.277417628,,,
1338,752,1115,363,67.44394619,,2.671155496,,,
1290,741,1075,334,68.93023256,,0.021927874,,,
1242,715,1035,320,69.0821256,,1.45345E-05,,,
1313,781,1094.17,313.167,71.37830502,,5.289962402,,,
1274,749,1061.67,312.667,70.54922904,,2.163593452,,,
1278,736,1065,329,69.10798122,,0.000880192,,,
1313,754,1094.17,340.167,68.91068116,,0.028100499,,,
1288,752,1073.33,321.333,70.06232939,,0.968287874,,,
1364,781,1136.67,355.667,68.70947593,,0.136040928,,,
1370,793,1141.67,348.667,69.45965121,,0.145418688,,,
1303,728,1085.83,357.833,67.04548594,,4.132386622,,,
1269,737,1057.5,320.5,69.69267139,,0.377436004,,,
1285,745,1070.83,325.833,69.572201,,0.243925172,,,
1237,696,1030.83,334.833,67.5184075,,2.433305771,,,
1293,752,1077.5,325.5,69.79118329,,0.508183786,,,
1331,775,1109.17,334.167,69.8720665,,0.630044317,,,
1280,726,1066.67,340.667,68.06228731,,1.032308598,,,
1354,789,1128.33,339.333,69.92635133,,0.719168693,,,
1247,722,1039.17,317.167,69.47852613,,0.160170398,,,
1257,720,1047.5,327.5,68.73508353,,0.117806598,,,
1256,730,1046.67,316.667,69.74500081,,0.444472385,,,
1354,776,1128.33,352.333,68.77420613,,0.092481105,,,
1298,759,1081.67,322.667,70.16927529,,1.190198298,,,
1292,754,1076.67,322.667,70.03074294,,0.907122427,,,
1291,740,1075.83,335.833,68.78410158,,0.086560473,,,
1304,755,1086.67,331.667,69.47831448,,0.160001035,,,
1222,715,1018.33,303.333,70.21299579,,1.287504596,,,
1265,714,1054.17,340.167,67.73101113,,1.815222848,,,
1349,788,1124.17,336.167,70.09615983,,1.03601179,,,
1275,736,1062.5,326.5,69.27058824,,0.036969693,,,
1272,723,1060,337,68.20754717,,0.758233462,,,
1348,773,1123.33,350.333,68.81326057,,0.07025289,,,
1195,700,995.833,295.833,70.29291056,,1.475246767,,,
1292,738,1076.67,338.667,68.54467943,,0.284764992,,,
1224,707,1020,313,69.31372549,,0.055418951,,,
1302,734,1085,351,67.64976959,,2.040736831,,,
1346,784,1121.67,337.667,69.8957804,,0.668252638,,,
1335,765,1112.5,347.5,68.76404494,,0.098764531,,,
1254,753,1045,292,72.05741627,,8.875055149,,,
1288,744,1073.33,329.333,69.31698546,,0.056964451,,,
1308,748,1090,342,68.62385321,,0.206533873,,,
1220,714,1016.67,302.667,70.22927794,,1.324719848,,,
1371,794,1142.5,348.5,69.49671772,,0.175062354,,,
1246,721,1038.33,317.333,69.43842516,,0.129680633,,,
1292,750,1076.67,326.667,69.65922706,,0.337460926,,,
1365,780,1137.5,357.5,68.57142857,,0.256932017,,,
1236,724,1030,306,70.29126214,,1.471245145,,,
1331,761,1109.17,348.167,68.60986143,,0.219447053,,,
1259,728,1049.17,321.167,69.38818304,,0.096019324,,,
1287,737,1072.5,335.5,68.71794872,,0.129862553,,,
1318,761,1098.33,337.333,69.28700846,,0.043553715,,,
1325,761,1104.17,343.167,68.92054665,,0.02489028,,,
1348,792,1123.33,331.333,70.50466025,,2.034465939,,,
1299,752,1082.5,330.5,69.46882217,,0.152497264,,,
1350,784,1125,341,69.68888889,,0.372802684,,,
1224,706,1020,314,69.21568627,,0.018871364,,,
1306,751,1088.33,337.333,69.00480553,,0.005403376,,,
1228,702,1023.33,321.333,68.59957199,,0.229193141,,,
1350,768,1125,357,68.26666667,,0.658770079,,,
1234,696,1028.33,332.333,67.68255327,,1.948145766,,,
1317,755,1097.5,342.5,68.79271071,,0.081568779,,,
1300,735,1083.33,348.333,67.8463626,,1.517702246,,,
1225,699,1020.83,321.833,68.47369298,,0.365565604,,,
1282,760,1068.33,308.333,71.13906752,,4.246708395,,,
1306,742,1088.33,346.333,68.17785047,,0.810833113,,,
1318,749,1098.33,349.333,68.19444065,,0.781230666,,,
1303,739,1085.83,346.833,68.05853587,,1.039945789,,,
1366,779,1138.33,359.333,68.43358253,,0.415677626,,,
1355,780,1129.17,349.167,69.07728686,,1.05336E-06,,,
1281,725,1067.5,342.5,67.91569087,,1.351690667,,,
1334,769,1111.67,342.667,69.17520487,,0.009387998,,,
1259,725,1049.17,324.167,69.10224273,,0.000572623,,,
1290,743,1075,332,69.11627907,,0.001441408,,,
1298,752,1081.67,329.667,69.52212782,,0.196971427,,,
1416,802,1180,378,67.96610169,,1.23701441,,,
1399,814,1165.83,351.833,69.82150056,,0.55232747,,,
1307,749,1089.17,340.167,68.76796092,,0.096318529,,,
1280,735,1066.67,331.667,68.90603467,,0.029679889,,,
1263,723,1052.5,329.5,68.6935867,,0.148014473,,,
1212,690,1010,320,68.31683168,,0.579854085,,,
1306,747,1088.33,341.333,68.63726995,,0.194519143,,,
1272,689,1060,371,65,,16.63263848,,,
1302,746,1085,339,68.75576037,,0.104040323,,,
1228,706,1023.33,317.333,68.99045274,,0.007719459,,,
1337,776,1114.17,338.167,69.64825834,,0.324837479,,,
1350,771,1125,354,68.53333333,,0.297003044,,,
1363,780,1135.83,355.833,68.67224849,,0.164888542,,,
1274,738,1061.67,323.667,69.51312555,,0.189061786,,,
1221,715,1017.5,302.5,70.27027027,,1.420761681,,,
1242,707,1035,328,68.30917874,,0.591567796,,,
1308,739,1090,351,67.79816514,,1.638779036,,,
1323,756,1102.5,346.5,68.57142857,,0.256932017,,,
1311,742,1092.5,350.5,67.91762014,,1.347208363,,,
1259,739,1049.17,310.167,70.43663086,,1.845026894,,,
1291,750,1075.83,325.833,69.71361646,,0.403610249,,,
1251,719,1042.5,323.5,68.96882494,,0.011987677,,,
1331,775,1109.17,334.167,69.8720665,,0.630044317,,,
1287,737,1072.5,335.5,68.71794872,,0.129862553,,,
1252,715,1043.33,328.333,68.53057039,,0.30002218,,,
1296,735,1080,345,68.05555556,,1.046033179,,,
1255,731,1045.83,314.833,69.89663712,,0.669654056,,,
1327,766,1105.83,339.833,69.26923668,,0.03645178,,,
1268,728,1056.67,328.667,68.89568172,,0.033354255,,,
1276,748,1063.33,315.333,70.3450481,,1.604617341,,,
1196,677,996.667,319.667,67.92639869,,1.326907023,,,
1311,749,1092.5,343.5,68.5583524,,0.27035922,,,
1298,745,1081.67,336.667,68.87498035,,0.041344242,,,
1348,782,1123.33,341.333,69.61444989,,0.287442566,,,
1251,733,1042.5,309.5,70.3117506,,1.521367843,,,
1243,719,1035.83,316.833,69.41293455,,0.111971458,,,
1325,779,1104.17,325.167,70.55073041,,2.168012478,,,
1295,755,1079.17,324.167,69.96117387,,0.779442972,,,
1378,774,1148.33,374.333,67.40222758,,2.809262963,,,
1330,768,1108.33,340.333,69.29344148,,0.046280183,,,
1287,747,1072.5,325.5,69.65034965,,0.327225712,,,
1367,775,1139.17,364.167,68.0319882,,1.094795981,,,
1301,748,1084.17,336.167,68.99287012,,0.007300518,,,
1322,759,1101.67,342.667,68.89540425,,0.03345568,,,
1263,722,1052.5,330.5,68.59857482,,0.230148902,,,
1277,738,1064.17,326.167,69.34982193,,0.073716994,,,
1323,766,1102.5,336.5,69.47845805,,0.160115909,,,
1260,716,1050,334,68.19047619,,0.788254538,,,
1316,738,1096.67,358.667,67.29462828,,3.181531845,,,
1280,746,1066.67,320.667,69.93728145,,0.737826465,,,
1301,742,1084.17,342.167,68.43945138,,0.408144415,,,
1253,727,1044.17,317.167,69.62467797,,0.298514477,,,
1341,763,1117.5,354.5,68.27740492,,0.641454054,,,
1295,737,1079.17,342.167,68.29322535,,0.616362918,,,
1305,767,1087.5,320.5,70.52873563,,2.103725261,,,
